hotel,is_canceled,lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,deposit_type,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,arrival_date,year_res_status_date,month_res_status_date,day_res_status_date,reservation_status_day
City Hotel,1,260,27,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-04,2015,6,16,2015-08-01
City Hotel,1,265,28,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-09,2014,10,17,2015-08-01
City Hotel,0,102,31,2,5,2,0.0,0,SC,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,46.66,0,0,processed,2015-07-29,2015,8,5,2015-08-01
Resort Hotel,0,24,30,2,5,2,1.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,189.75,0,1,processed,2015-07-24,2015,7,31,2015-08-01
Resort Hotel,1,87,31,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,134.0,0,2,processed,2015-07-27,2015,5,9,2015-08-01
City Hotel,1,286,31,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-30,2014,10,17,2015-08-01
City Hotel,0,20,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,24,2015-08-01
City Hotel,1,12,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,18,2015-08-01
Resort Hotel,0,51,31,2,5,3,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,119.81,0,2,processed,2015-07-26,2015,8,2,2015-08-01
Resort Hotel,0,110,27,1,4,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,79.59,1,1,processed,2015-07-01,2015,7,6,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,0,12,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,22,2015-08-01
City Hotel,1,117,31,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-08-01,2015,7,30,2015-08-01
Resort Hotel,0,96,30,1,3,2,0.0,0,HB,Direct,Direct,0,0,0,A,No Deposit,Transient,157.0,1,0,processed,2015-07-20,2015,7,24,2015-08-01
Resort Hotel,0,55,30,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,75.44,0,1,processed,2015-07-24,2015,7,29,2015-08-01
City Hotel,1,262,28,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-06,2015,1,1,2015-08-01
Resort Hotel,0,63,27,2,5,3,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Transient,196.54,0,1,processed,2015-07-03,2015,7,10,2015-08-01
Resort Hotel,0,44,30,0,4,2,1.0,0,HB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,167.69,0,1,processed,2015-07-22,2015,7,26,2015-08-01
City Hotel,0,20,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-22,2015,7,24,2015-08-01
City Hotel,1,143,30,2,5,1,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,68.0,0,2,processed,2015-07-19,2015,5,27,2015-08-01
City Hotel,1,281,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,6,2015-08-01
City Hotel,1,82,30,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,B,No Deposit,Transient-Party,76.5,0,1,processed,2015-07-19,2015,7,12,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,0,152,27,2,5,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,60.35,0,2,processed,2015-07-02,2015,7,9,2015-08-01
Resort Hotel,0,16,29,0,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,106.5,0,0,processed,2015-07-15,2015,7,18,2015-08-01
City Hotel,0,138,30,0,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,60.0,0,0,processed,2015-07-25,2015,7,26,2015-08-01
Resort Hotel,0,73,31,2,7,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,123.0,0,0,processed,2015-07-30,2015,8,8,2015-08-01
Resort Hotel,1,67,30,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,135.0,0,1,processed,2015-07-24,2015,7,6,2015-08-01
City Hotel,0,12,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,22,2015-08-01
City Hotel,0,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,6,29,2015-08-01
Resort Hotel,0,79,31,2,5,3,0.0,0,HB,Direct,Direct,0,0,0,E,No Deposit,Transient,185.0,1,4,processed,2015-08-01,2015,8,8,2015-08-01
Resort Hotel,0,1,31,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,162.5,0,1,processed,2015-08-01,2015,8,3,2015-08-01
Resort Hotel,0,65,29,2,6,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,147.0,0,2,processed,2015-07-17,2015,7,25,2015-08-01
City Hotel,1,119,30,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient-Party,76.5,0,1,processed,2015-07-20,2015,7,9,2015-08-01
City Hotel,1,281,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,6,2015-08-01
City Hotel,1,260,27,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-04,2015,6,16,2015-08-01
City Hotel,0,18,29,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,75.0,0,0,processed,2015-07-18,2015,7,20,2015-08-01
City Hotel,1,98,30,1,1,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,124.25,0,1,processed,2015-07-25,2015,4,24,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
City Hotel,0,0,30,0,1,2,1.0,0,BB,Direct,Direct,0,0,0,D,No Deposit,Transient,0.0,0,1,processed,2015-07-25,2015,7,26,2015-08-01
City Hotel,0,257,27,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,80.0,0,0,processed,2015-07-01,2015,7,3,2015-08-01
Resort Hotel,0,90,28,4,10,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Contract,110.7,0,0,processed,2015-07-06,2015,7,20,2015-08-01
City Hotel,1,73,29,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-13,2015,7,13,2015-08-01
City Hotel,0,51,28,1,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,67.5,0,0,processed,2015-07-08,2015,7,13,2015-08-01
Resort Hotel,0,11,29,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,155.5,1,0,processed,2015-07-17,2015,7,19,2015-08-01
Resort Hotel,0,34,28,2,5,2,1.0,0,HB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,95.27,0,3,processed,2015-07-10,2015,7,17,2015-08-01
Resort Hotel,1,40,27,1,3,3,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,108.8,0,1,processed,2015-07-02,2015,6,19,2015-08-01
Resort Hotel,0,0,30,1,0,3,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,128.0,1,0,processed,2015-07-19,2015,7,20,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,6,29,2015-08-01
Resort Hotel,1,97,29,3,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,126.0,0,1,processed,2015-07-12,2015,6,19,2015-08-01
Resort Hotel,0,315,29,1,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,96.3,0,0,processed,2015-07-17,2015,7,20,2015-08-01
City Hotel,1,272,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-16,2015,1,1,2015-08-01
Resort Hotel,0,67,31,2,6,2,0.0,0,HB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,193.13,0,1,processed,2015-08-01,2015,8,9,2015-08-01
City Hotel,1,257,27,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient,101.5,0,0,processed,2015-07-01,2015,6,16,2015-08-01
City Hotel,0,138,30,0,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,60.0,0,0,processed,2015-07-25,2015,7,26,2015-08-01
City Hotel,1,178,30,2,3,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,76.5,0,2,processed,2015-07-23,2015,6,10,2015-08-01
City Hotel,0,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,109.0,0,0,processed,2015-07-17,2015,7,19,2015-08-01
City Hotel,1,268,29,2,1,2,0.0,0,BB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient,82.0,0,0,processed,2015-07-12,2015,6,26,2015-08-01
City Hotel,1,27,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,2,2015-08-01
Resort Hotel,0,49,31,3,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,179.88,0,1,processed,2015-07-27,2015,8,4,2015-08-01
Resort Hotel,0,58,31,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,129.0,0,0,processed,2015-07-31,2015,8,3,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,6,29,2015-08-01
City Hotel,0,257,27,0,2,1,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,80.0,0,0,processed,2015-07-01,2015,7,3,2015-08-01
City Hotel,1,88,29,2,2,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,68.0,0,1,processed,2015-07-18,2015,7,18,2015-08-01
City Hotel,1,96,28,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-11,2015,6,23,2015-08-01
Resort Hotel,1,23,29,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.6,0,1,processed,2015-07-17,2015,7,4,2015-08-01
Resort Hotel,0,16,31,0,2,1,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient-Party,120.0,0,1,processed,2015-07-31,2015,8,2,2015-08-01
City Hotel,1,281,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,6,2015-08-01
Resort Hotel,0,30,28,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,123.0,0,0,processed,2015-07-05,2015,7,10,2015-08-01
Resort Hotel,0,11,30,0,2,2,0.0,0,BB,Direct,Direct,0,0,0,D,No Deposit,Transient,150.0,0,1,processed,2015-07-24,2015,7,26,2015-08-01
City Hotel,1,271,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-15,2015,6,29,2015-08-01
City Hotel,1,92,29,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,89.25,0,2,processed,2015-07-15,2015,7,15,2015-08-01
Resort Hotel,0,210,31,2,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,90.95,0,1,processed,2015-07-31,2015,8,6,2015-08-01
City Hotel,1,181,27,1,4,2,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,76.5,0,0,processed,2015-07-01,2015,6,17,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-20,2015,1,1,2015-08-01
City Hotel,1,60,29,1,0,2,1.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,91.33,0,0,processed,2015-07-13,2015,7,13,2015-08-01
City Hotel,1,276,30,1,1,1,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,60.0,0,0,processed,2015-07-20,2015,7,2,2015-08-01
City Hotel,1,12,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,18,2015-08-01
Resort Hotel,0,94,29,2,3,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,103.5,0,0,processed,2015-07-17,2015,7,22,2015-08-01
Resort Hotel,0,113,29,2,6,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,96.3,0,0,processed,2015-07-16,2015,7,24,2015-08-01
City Hotel,1,147,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient,75.0,0,0,processed,2015-07-21,2015,7,10,2015-08-01
City Hotel,1,281,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,6,2015-08-01
Resort Hotel,0,97,28,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,87.3,0,2,processed,2015-07-05,2015,7,9,2015-08-01
City Hotel,1,97,28,1,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,2,processed,2015-07-08,2015,6,29,2015-08-01
City Hotel,0,18,29,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,75.0,0,0,processed,2015-07-18,2015,7,20,2015-08-01
Resort Hotel,1,33,27,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,113.0,0,0,processed,2015-07-04,2015,6,16,2015-08-01
City Hotel,1,122,28,0,1,1,0.0,0,BB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient-Party,68.0,0,1,processed,2015-07-09,2015,6,17,2015-08-01
Resort Hotel,1,136,31,2,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,172.0,0,0,processed,2015-07-31,2015,7,9,2015-08-01
Resort Hotel,0,2,30,0,2,2,0.0,0,BB,Direct,Direct,0,0,1,G,No Deposit,Transient,50.0,1,0,processed,2015-07-21,2015,7,23,2015-08-01
Resort Hotel,1,62,27,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,97.0,0,1,processed,2015-07-03,2015,7,3,2015-08-01
Resort Hotel,0,75,31,2,7,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient-Party,125.89,0,1,processed,2015-07-30,2015,8,8,2015-08-01
Resort Hotel,0,28,30,2,2,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,107.0,0,0,processed,2015-07-24,2015,7,28,2015-08-01
Resort Hotel,0,115,30,4,6,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.6,0,2,processed,2015-07-25,2015,8,4,2015-08-01
Resort Hotel,1,93,28,2,5,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,105.5,0,0,processed,2015-07-05,2015,5,1,2015-08-01
Resort Hotel,0,36,29,2,7,3,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,E,No Deposit,Transient,206.22,0,0,processed,2015-07-15,2015,7,24,2015-08-01
Resort Hotel,1,100,30,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,134.0,0,0,processed,2015-07-25,2015,4,17,2015-08-01
Resort Hotel,0,75,31,2,7,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient-Party,125.89,0,1,processed,2015-07-30,2015,8,8,2015-08-01
Resort Hotel,0,65,29,2,7,2,0.0,0,FB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient,142.48,0,0,processed,2015-07-15,2015,7,24,2015-08-01
Resort Hotel,0,128,30,4,7,2,0.0,0,HB,Direct,Direct,0,0,0,A,No Deposit,Transient,152.71,0,1,processed,2015-07-24,2015,8,4,2015-08-01
Resort Hotel,1,113,28,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,123.0,0,1,processed,2015-07-08,2015,5,28,2015-08-01
Resort Hotel,0,57,29,0,2,3,0.0,0,FB,Groups,Direct,0,0,0,A,No Deposit,Transient-Party,148.23,0,0,processed,2015-07-15,2015,7,17,2015-08-01
City Hotel,0,132,30,0,1,2,0.0,0,HB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,90.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
City Hotel,1,145,27,2,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,2,processed,2015-07-04,2015,7,4,2015-08-01
City Hotel,0,209,31,1,4,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,55.96,0,0,processed,2015-07-29,2015,8,3,2015-08-01
Resort Hotel,0,32,31,1,4,2,0.0,0,BB,Direct,Direct,0,0,0,D,No Deposit,Transient,135.0,0,2,processed,2015-07-27,2015,8,1,2015-08-01
City Hotel,1,88,27,0,4,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,76.5,0,1,processed,2015-07-01,2015,7,1,2015-08-01
City Hotel,1,262,28,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-06,2015,1,1,2015-08-01
Resort Hotel,0,44,31,1,2,2,1.0,0,BB,Online TA,TA/TO,0,0,0,C,No Deposit,Transient,118.99,0,0,processed,2015-07-31,2015,8,3,2015-08-01
Resort Hotel,1,312,30,4,10,3,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,121.98,0,1,processed,2015-07-24,2015,7,21,2015-08-01
Resort Hotel,0,67,31,2,5,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,209.17,0,1,processed,2015-07-31,2015,8,7,2015-08-01
Resort Hotel,1,116,31,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,120.6,0,1,processed,2015-07-26,2015,6,18,2015-08-01
City Hotel,1,25,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-27,2015,7,22,2015-08-01
City Hotel,1,283,31,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-27,2015,6,29,2015-08-01
City Hotel,1,281,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,6,2015-08-01
Resort Hotel,1,0,29,0,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,F,No Deposit,Transient,123.2,0,0,processed,2015-07-16,2015,7,16,2015-08-01
City Hotel,1,103,29,2,1,2,0.0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Transient-Party,94.5,0,0,processed,2015-07-18,2015,7,16,2015-08-01
Resort Hotel,0,0,28,0,1,1,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,123.0,0,0,processed,2015-07-11,2015,7,12,2015-08-01
City Hotel,1,19,30,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-25,2015,7,22,2015-08-01
Resort Hotel,0,21,29,4,10,1,0.0,0,HB,Direct,Direct,0,0,0,E,No Deposit,Transient,160.0,0,0,processed,2015-07-16,2015,7,30,2015-08-01
Resort Hotel,1,18,31,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,149.7,0,1,processed,2015-07-31,2015,7,15,2015-08-01
Resort Hotel,0,33,28,2,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,155.0,0,0,processed,2015-07-08,2015,7,15,2015-08-01
City Hotel,0,264,28,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-08,2015,7,10,2015-08-01
Resort Hotel,0,12,29,4,5,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,148.3,1,2,processed,2015-07-12,2015,7,21,2015-08-01
Resort Hotel,0,0,30,1,0,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Group,103.18,0,0,processed,2015-07-19,2015,7,20,2015-08-01
Resort Hotel,0,39,30,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,D,No Deposit,Transient,103.95,0,1,processed,2015-07-20,2015,7,23,2015-08-01
City Hotel,1,92,28,2,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,49.74,0,0,processed,2015-07-05,2015,7,3,2015-08-01
Resort Hotel,0,9,28,1,0,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,89.0,0,0,processed,2015-07-05,2015,7,6,2015-08-01
Resort Hotel,0,65,30,2,5,2,2.0,0,BB,Online TA,TA/TO,0,0,0,C,No Deposit,Transient,167.5,0,0,processed,2015-07-20,2015,7,27,2015-08-01
City Hotel,1,276,30,1,1,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-20,2015,7,2,2015-08-01
Resort Hotel,0,46,30,1,3,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,111.65,0,0,processed,2015-07-20,2015,7,24,2015-08-01
City Hotel,0,264,28,0,2,1,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,0.0,0,0,processed,2015-07-08,2015,7,10,2015-08-01
City Hotel,1,278,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,Non Refund,Transient-Party,62.0,0,0,processed,2015-07-22,2015,6,29,2015-08-01
Resort Hotel,0,33,30,0,3,2,0.0,0,HB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient-Party,194.0,0,1,processed,2015-07-23,2015,7,26,2015-08-01
Resort Hotel,0,3,31,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,153.0,0,3,processed,2015-07-30,2015,8,1,2015-08-01
City Hotel,1,274,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,6,2015-08-01
Resort Hotel,0,184,27,4,11,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,90.95,0,0,processed,2015-07-04,2015,7,19,2015-08-01
City Hotel,1,117,28,5,15,1,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,48.6,0,0,processed,2015-07-07,2015,4,8,2015-08-01
Resort Hotel,1,48,29,0,1,1,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,112.0,0,0,processed,2015-07-16,2015,6,5,2015-08-01
City Hotel,1,265,28,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-09,2015,1,1,2015-08-01
Resort Hotel,0,0,30,0,1,2,0.0,0,BB,Direct,Direct,0,0,0,A,No Deposit,Transient,134.0,0,0,processed,2015-07-23,2015,7,24,2015-08-01
Resort Hotel,0,71,31,2,6,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,No Deposit,Transient,0.0,0,0,processed,2015-08-01,2015,8,9,2015-08-01
City Hotel,0,271,29,0,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-15,2015,7,17,2015-08-01
Resort Hotel,1,182,27,2,6,1,0.0,0,HB,Online TA,TA/TO,0,1,0,A,No Deposit,Transient,88.0,0,1,processed,2015-07-04,2015,5,14,2015-08-01
Resort Hotel,1,16,30,1,1,2,0.0,0,BB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,153.0,0,1,processed,2015-07-25,2015,7,10,2015-08-01
City Hotel,1,272,29,0,2,2,0.0,0,BB,Groups,TA/TO,1,1,0,A,No Deposit,Transient-Party,62.8,0,0,processed,2015-07-16,2014,10,17,2015-08-01
Resort Hotel,0,11,31,1,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,E,No Deposit,Transient,140.91,0,0,processed,2015-07-31,2015,8,3,2015-08-01
City Hotel,1,273,29,0,2,2,0.0,0,HB,Offline TA/TO,TA/TO,0,1,0,A,No Deposit,Transient-Party,101.5,0,0,processed,2015-07-17,2015,7,6,2015-08-01
City Hotel,1,279,30,0,2,2,0.0,0,BB,Groups,TA/TO,0,1,0,A,No Deposit,Contract,62.0,0,0,processed,2015-07-23,2015,1,1,2015-08-01
Resort Hotel,0,9,29,1,1,2,0.0,0,HB,Online TA,TA/TO,0,0,0,A,No Deposit,Transient,161.0,1,2,processed,2015-07-13,2015,7,15,2015-08-01
Resort Hotel,0,3,31,0,2,2,0.0,0,BB,Online TA,TA/TO,0,0,0,G,No Deposit,Transient,195.0,1,3,processed,2015-07-30,2015,8,1,2015-08-01
City Hotel,1,12,29,2,2,2,0.0,0,BB,Groups,TA/TO,0,0,0,A,No Deposit,Transient-Party,62.0,0,0,processed,2015-07-18,2015,7,18,2015-08-01
Resort Hotel,0,201,30,2,4,2,0.0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,No Deposit,Contract,90.95,0,1,processed,2015-07-24,2015,7,30,2015-08-01
